Title,Book-Rating
"""o"" is for outlaw | sue grafton",-0.19753076486824822
accordion crimes | annie proulx,0.3255440072135785
acts of war (tom clancy's op center (paperback)) | tom clancy,-0.16609343176529942
affinity | sarah waters,0.13498568712471523
after dark | phillip margolin,0.4633391275871716
against all enemies: inside america's war on terror | richard a. clarke,0.3090163443148114
airframe | michael crichton,-0.2321839635546283
alias grace | margaret atwood,-0.2234553426602874
all around the town | mary higgins clark,-0.23934080971381586
all i need to know i learned from my cat | suzy becker,0.2610377105292857
all i really need to know | robert fulghum,0.08799060725046409
all quiet on the western front | erich maria remarque,-0.17231440576324092
all that remains (kay scarpetta mysteries (paperback)) | patricia d. cornwell,-0.050849252947269184
"all the pretty horses (the border trilogy, vol 1) | cormac mccarthy",-0.0683475303964028
all the queen's men | linda howard,0.2388519111865422
along came a spider (alex cross novels) | james patterson,-0.07061751110755275
american fuji | sara backer,-0.3385983091344213
american gods | neil gaiman,-0.38305344861104956
american gods: a novel | neil gaiman,-0.15149754932210524
amsterdam : a novel | ian mcewan,-0.16979450999164525
an instance of the fingerpost | iain pears,-0.2608693178644378
and then there were none | agatha christie,-0.29364792970966036
angela's ashes (mmp) : a memoir | frank mccourt,-0.10808345522063421
angela's ashes | frank mccourt,-0.03423273622063815
angela's ashes: a memoir | frank mccourt,-0.08037511435829721
angelas ashes | frank mccourt,-0.2522866246475657
angelas ashes: a memoir | frank mccourt,-0.1405413388445888
angels &amp; demons | dan brown,-0.28736559400849
angels flight (detective harry bosch mysteries) | michael connelly,-0.2590782920342445
angels | marian keyes,-0.010921866491358635
angry housewives eating bon bons | lorna landvik,-0.10975338952610843
"angus, thongs and full-frontal snogging: confessions of georgia nicolson | louise rennison",-0.19352123710026237
anil's ghost (vintage international) | michael ondaatje,-0.9412671953855982
animal dreams | barbara kingsolver,-0.17252342188678463
animal farm | george orwell,-0.22270271794988047
animal husbandry | laura zigman,0.074576513780161
anne frank: the diary of a young girl | anne frank,0.18151673719381584
anne of green gables (anne of green gables novels (paperback)) | l.m. montgomery,0.11623053549198195
"another city, not my own: a novel in the form of a memoir | dominick dunne",0.28344763883740626
apocalipstick | sue margolis,-0.15848549762637182
apollo 13 : lost moon | jim lovell,0.3059518937467407
archangel | robert harris,0.03423432079913083
are you somebody? : the accidental memoir of a dublin woman | nuala o'faolain,-0.09649348146494634
"are you there god?  it's me, margaret | judy blume",0.042978544286978865
"artemis fowl (artemis fowl, book 1) | eoin colfer",-0.1427618265926384
as nature made him: the boy who was raised as a girl | john colapinto,0.27492990149083246
ashworth hall (charlotte &amp; thomas pitt novels (paperback)) | anne perry,0.19620613921468297
asking for trouble: a novel | elizabeth young,-0.03279204275823651
"assassins: assignment: jerusalem, target: antichrist (left behind no. 6) | tim lahaye",-0.1524634243870081
at risk | alice hoffman,0.2501412811510151
atlantis found | clive cussler,-0.43177485548143196
atlas shrugged | ayn rand,-0.29255032507585593
atonement : a novel | ian mcewan,-0.02041929076304425
atonement: a novel | ian mcewan,-0.3735793677936286
auntie mayhem (bed-and-breakfast mysteries (paperback)) | mary daheim,0.5027961602220816
b is for burglar (kinsey millhone mysteries (paperback)) | sue grafton,0.14446478781487818
babyhood | paul reiser,0.24225745589828657
babyville | jane green,-0.006211842337699393
back when we were grownups : a novel (ballantine reader's circle) | anne tyler,-0.5890964304553246
bad heir day | wendy holden,-0.06324920960397493
bad love (alex delaware novels (paperback)) | jonathan kellerman,0.28581167443794014
bag of bones | stephen king,-0.4664375405931687
balzac and the little chinese seamstress : a novel | dai sijie,-0.010249414585843527
bare necessity | carole matthews,0.10146667069884545
barn blind | jane smiley,0.3360400842438712
barrel fever : stories and essays (barrel fever) | david sedaris,-0.19905336333328005
basket case | carl hiaasen,-0.13018114855905916
bastard out of carolina | dorothy allison,-0.12486478084296161
battlefield earth: a saga of the year 3000 | l. ron hubbard,-0.7335729994128628
baudolino | umberto eco,-0.11444929610873937
beach music | pat conroy,-0.17879591159334182
bearing an hourglass (incarnations of immortality (paperback)) | piers anthony,0.12746424226942205
beauty's release | a. n. roquelaure,0.4660358709876876
bee season: a novel | myla goldberg,-0.3603104286872029
before i say good-bye | mary higgins clark,-0.3206692295151173
before women had wings (ballantine reader's circle) | connie may fowler,-0.4422720744056047
behind the scenes at the museum : a novel | kate atkinson,0.014436166632718841
behind the scenes at the museum | kate atkinson,0.20149195325597302
bel canto | ann patchett,-0.3344490493820632
bel canto: a novel | ann patchett,0.011974359906159719
belgarath the sorcerer | david eddings,-0.17835008687727125
bell jar | sylvia plath,-0.3720921388995823
beloved (plume contemporary fiction) | toni morrison,-0.00013701124087097917
better than life | doug naylor,-0.18138879795273102
beyond eden | catherine coulter,0.10056104388659866
big fish | daniel wallace,-0.08539816785550794
big stone gap: a novel (ballantine reader's circle) | adriana trigiani,-0.09182897418860375
big trouble | dave barry,-0.41236500844470636
billy straight : a novel | jonathan kellerman,0.240566548475403
billy | pamela stephenson,-0.5352761118590119
birdsong: a novel of love and war | sebastian faulks,-0.4599370972898755
black house | stephen king,-0.3748425526546941
black notice | patricia daniels cornwell,-0.2776040647242672
blackberry wine | joanne harris,-0.011495020802404653
blackbird: a childhood lost and found | jennifer lauck,-0.13199384528208435
blade runner: (do androids dream of electric sheep) | philip k. dick,-0.33907597881441415
"bless me, ultima | rudolfo anaya",-0.5141484712993561
blessings | anna quindlen,-0.177359917505572
blindness (harvest book) | jose saramago,-0.39707972608213316
blindsight | robin cook,0.05792416829053087
blindsighted | karin slaughter,-0.0911126716101417
blood orchid | stuart woods,-0.16044621425220573
blood test (alex delaware novels (paperback)) | jonathan kellerman,0.017337090379297284
blood work (blood work) | michael connelly,0.03172494147975275
blood work | michael connelly,-0.06735538471824375
bloodsucking fiends: a love story | christopher moore,-0.01946044469061221
bloody bones (anita blake vampire hunter (paperback)) | laurell k. hamilton,-0.08019733970435382
blue diary | alice hoffman,-0.308178357601622
blue gold : a novel from the numa files (numa files (paperback)) | clive cussler,-0.05077622335349938
blue mars | kim stanley robinson,-0.5668251366394855
body of evidence (kay scarpetta mysteries (paperback)) | patricia d. cornwell,0.1177969293312397
bones | jan burke,-1.050782526653194
book club | mary alice monroe,-0.008484099395851463
"book lust: recommended reading for every mood, moment, and reason | nancy pearl",0.11237710078241227
boone's lick : a novel | larry mcmurtry,-0.15885690418470724
brave new world | aldous huxley,-0.33797511682326203
"breaking point (tom clancy's net force, no. 4) | steve perry",0.09330733833191328
"breath, eyes, memory | edwidge danticat",-0.1052957433263924
breathing lessons | anne tyler,0.17839353795236998
brick lane : a novel | monica ali,-0.4094913788269915
brick lane: a novel | monica ali,-0.1814795288243235
bridge of birds | barry hughart,-0.9166878545348257
bridget jones : the edge of reason | helen fielding,-0.046147365280447904
bridget jones's diary | helen fielding,-0.07607409978356336
bridget jones: the edge of reason | helen fielding,-0.3361209032203406
brotherhood of the rose | david morrell,-0.3133369275900788
bubbles unbound | sarah strohmeyer,-0.3859221555657035
burn factor | kyle mills,-0.11489333646430845
c is for corpse (kinsey millhone mysteries (paperback)) | sue grafton,0.16177149133530314
cabin | carla neggers,0.13891321773219878
caddie woodlawn | carol ryrie brink,0.34235236407261777
calculating god | robert j. sawyer,0.0999205133039734
call of the wild | jack london,0.009680839630331962
can you keep a secret? | sophie kinsella,0.32457959938643055
candide (penguin classics) | francois m. voltaire,-0.055714364303600265
cannery row | john steinbeck,-0.42508427724673714
caribbean | james a. michener,0.1932875017505468
carolina moon | nora roberts,-0.1195295426062576
carter beats the devil | glen gold,-0.35426868808239526
cat &amp; mouse (alex cross novels) | james patterson,-0.1277868081763195
cat and mouse | james patterson,-0.3626724702230013
cat's eye | margaret atwood,0.2166447605384995
catch 22 | joseph heller,-0.28387875324560213
catch me if you can: the true story of a real fake | stan redding,-0.2607320034061819
catering to nobody | diane mott davidson,-0.21774930273309023
catfantastic | andre norton,-0.11087305609088499
"catherine, called birdy (trophy newbery) | karen cushman",-0.11567410599952388
cause celeb | helen fielding,0.03642369635797326
cause of death | patricia daniels cornwell,-0.10200883171656636
ceremony (contemporary american fiction series) | leslie marmon silko,0.04835509374892927
chain letter (avon camelot books (paperback)) | christopher pike,-0.17862302014824658
chance | robert b. parker,0.11160859364717501
chang and eng | darin strauss,-0.05004658842788216
"chapterhouse dune (dune chronicles, book 6) | frank herbert",-0.04334129475055316
charlie and the chocolate factory | roald dahl,0.4254250114701531
charlotte's web (trophy newbery) | e. b. white,-0.08022502508520846
charming billy | alice mcdermott,-0.06691151887609627
charming lily (zebra books) | fern michaels,0.5153157496763344
charms for easy life | kaye gibbons,-0.4011432227877711
chasing cezanne | peter mayle,-0.8048877608402415
chicken soup for the mother's soul (chicken soup for the soul series (paper)) | jack canfield,0.12322843622535892
chicken soup for the pet lover's soul (chicken soup for the soul) | jack canfield,-0.17700692668893311
chicken soup for the soul (chicken soup for the soul) | jack canfield,-0.21908906695489166
"chicken soup for the teenage soul iii : more stories of life, love and learning (chicken soup for the soul) | jack canfield",0.24224639732867667
chicken soup for the woman's soul (chicken soup for the soul series (paper)) | jack canfield,0.017248154264397048
children of the night | dan simmons,0.25868714506901835
chocolat | joanne harris,-0.0017209053385832762
choke | chuck palahniuk,-0.2802931473573099
christine | stephen king,0.026162978864813523
chromosome 6 | robin cook,-0.1054477148034776
circle of friends | maeve binchy,-0.08242587574378367
city of bones | michael connelly,-0.5437963216677766
"city of golden shadow (otherland, volume 1) | tad williams",-0.46608923475056013
clear and present danger (jack ryan novels) | tom clancy,-0.11053499463007423
clear and present danger | tom clancy,-0.06495115175406993
close to you | mary jane clark,0.2920410413439657
coastliners : a novel | joanne harris,0.19891461278661893
code to zero | ken follett,-0.5075802507059319
cold mountain (mti) (vintage contemporaries) | charles frazier,-0.5233360342069354
cold mountain : a novel | charles frazier,-0.22069869385820987
cold mountain | charles frazier,-0.36508474328740576
cold sassy tree | olive ann burns,0.11661256392344096
come the spring (clayborne brothers) | julie garwood,0.1249935764387496
comeback | dick francis,-0.22684515939588004
coming of age in mississippi | anne moody,0.6331114207891274
communion : a true story | whitley strieber,0.11348602833122878
compelling evidence | steven paul martini,0.1144706614925608
confessions of a shopaholic (summer display opportunity) | sophie kinsella,-0.02738978586505897
confessions of a shopaholic | sophie kinsella,-0.42321396902383474
confessions of a sociopathic social climber : the katya livingston chronicles (katya livingston chronicles (hardcover)) | adele lang,-0.1344242535668812
confessions of an ugly stepsister : a novel | gregory maguire,-0.04554518608691512
congo | michael crichton,-0.09341880217292164
contact | carl sagan,-0.073581857736314
conversations with god : an uncommon dialogue (book 1) | neale donald walsch,-0.840312375865831
coraline | neil gaiman,0.04127542775555922
corelli's mandolin : a novel | louis de bernieres,0.011935219974058888
count zero (ace science fiction) | william gibson,-0.06581771278639229
couplehood | paul reiser,0.14550225877638906
courting trouble | lisa scottoline,-0.09074966742957351
covenant | james michener,-0.05797635565412621
cowboys are my weakness | pam houston,-0.19812294079036108
coyote blue | christopher moore,0.09331867548749095
coyote waits (joe leaphorn/jim chee novels) | tony hillerman,-0.09204178999489085
cradle and all | james patterson,-0.27971022228635034
crazy ladies : a novel | michael lee west,-0.5490367576183501
critical judgment | michael palmer,0.3072277773007566
critical mass | steven paul martini,0.059067305695218356
crocodile on the sandbank | elizabeth peters,-0.08016697955471
crossing to safety | wallace earle stegner,-0.1690434200087999
cruel &amp; unusual (kay scarpetta mysteries (paperback)) | patricia d. cornwell,-0.10083105146309956
cryptonomicon | neal stephenson,-0.3914180817355718
cuckoo's egg | clifford stoll,-0.26455836019994006
"cybernation (tom clancy's net force, no. 6) | steve perry",-0.018539247516868005
d is for deadbeat (kinsey millhone mysteries (paperback)) | sue grafton,0.11702082034610138
daddy | danielle steel,0.20150510458125634
daddy's little girl | mary higgins clark,-0.4132247709209906
dance hall of the dead (joe leaphorn novels) | tony hillerman,0.030281584404051105
dance upon the air (three sisters island trilogy) | nora roberts,-0.2931833357861082
dances with wolves | michael blake,0.025622302053721964
dangerous mourning (william monk novels (paperback)) | anne perry,0.227210010139057
dangerous to know | barbara taylor bradford,-0.12493328856956892
dark is rising (dark is rising sequence (paperback)) | susan cooper,0.6182917947882712
dark lady | richard north patterson,-0.0254212581000659
darkest hour (cutler) | v.c. andrews,0.4629494076432014
"darkness, take my hand (patrick kenzie/angela gennaro novels) | dennis lehane",-0.7084670606123381
darwin's radio | greg bear,-0.08962421495948017
dating big bird | laura zigman,0.21362899421113354
daughter of fortune | isabel allende,-0.4056264205853893
daughter of fortune: a novel | isabel allende,-0.21209276137044553
daughter of time | josephine tey,-0.2725526058272691
dave barry in cyberspace | dave barry,0.2274593382311064
dave barry's greatest hits | dave barry,-0.20405798039714318
dawn (cutler) | v.c. andrews,0.3166444476353659
day of the cheetah | dale brown,0.12368734591769134
dazzle | judith krantz,0.23998538826963708
dead by sunset : dead by sunset | ann rule,0.2645950669676352
dead end | helen myers,0.40179268420829556
dead man's island | carolyn g. hart,0.3847959725890417
dead sleep | greg iles,-0.083784656715203
deal breaker (myron bolitar mysteries (paperback)) | harlan coben,0.14155175271828613
death in a tenured position (kate fansler novels (paperback)) | amanda cross,0.068660202035771
death in holy orders : an adam dalgliesh mystery | p.d. james,-0.2181635845575188
death in paradise | robert b. parker,-0.13577325459064107
death of a salesman | arthur miller,0.044070117198050256
debt of honor (jack ryan novels) | tom clancy,-0.1224678867977694
debt of honor | tom clancy,0.029721288148627168
deception on his mind | elizabeth george,0.08420952179041633
deception point | dan brown,-0.2600723899196479
decider | dick francis,-0.18986415574510465
deck the halls (holiday classics) | mary higgins clark,0.354707800060057
deep south | nevada barr,-0.1060813957364828
defend and betray (william monk novels (paperback)) | anne perry,0.20611131380054606
degree of guilt | richard north patterson,0.07532719875160122
demon lord of karanda (malloreon (paperback random house)) | david eddings,0.020785637293929245
demon seed | dean r. koontz,-0.02616656668904867
dharma bums | jack kerouac,-0.20878110034070244
diamond throne (elenium (paperback)) | david eddings,0.3809104185914098
diary of a mad bride (summer display opportunity) | laura wolf,-0.19142363026555845
diary of a mad mom-to-be | laura wolf,0.2761812932085505
diary: a novel | chuck palahniuk,0.08134447479037313
dicey's song | cynthia voigt,0.5291169189087116
different seasons | stephen king,0.026555727450670932
digital fortress : a thriller | dan brown,-0.3298644750075146
dirk gently's holistic detective agency | douglas adams,-0.5077717045824779
dirty jokes and beer : stories of the unrefined | drew carey,0.13710915569289045
disappearing acts | terry mcmillan,0.2885816125028217
disclosure | michael crichton,-0.02317800537401075
disobedience: a novel | jane hamilton,-0.3265898896154751
divine secrets of the ya-ya sisterhood : a novel | rebecca wells,-0.2919431122241895
divine secrets of the ya-ya sisterhood: a novel | rebecca wells,-0.2357901253017813
dog handling | clare naylor,0.17892041425694652
dolores claiborne | stephen king,-0.08938197956715882
don't let's go to the dogs tonight : an african childhood | alexandra fuller,0.27384581452066864
don't stand too close to a naked man | tim allen,0.15305048356968265
don't sweat the small stuff and it's all small stuff : simple ways to keep the little things from taking over your life (don't sweat the small stuff series) | richard carlson,-0.04936772820683951
dr. atkins' new diet revolution | robert c. atkins,-0.027202622954893417
dragon | clive cussler,-0.06332996354124512
dragonfly in amber | diana gabaldon,-0.18283305144995982
dragonquest (dragonquest) | anne mccaffrey,-0.23310355067411778
"dragons of autumn twilight (dragonlance chronicles, vol 1) | margaret weis",-0.1356417107987653
dragonsdawn | anne mccaffrey,0.02773751692576317
dreamcatcher | stephen king,-0.3139161547588784
dreaming in cuban | cristina garcia,-0.07502610876791742
driving mr. albert: a trip across america with einstein's brain | michael paterniti,-0.4385960128433826
drowning ruth | christina schwarz,-0.06713330824146296
dry: a memoir | augusten burroughs,-0.8280316445875243
"dude, where's my country? | michael moore",-0.08367150283708347
dune (remembering tomorrow) | frank herbert,-0.3228770387118092
"dune messiah (dune chronicles, book 2) | frank herbert",0.07681541184089823
dune | frank herbert,-0.07436958760578906
duplicate keys | jane smiley,0.09802523798448472
durable goods | elizabeth berg,0.012029768566555084
dying for chocolate (culinary mysteries (paperback)) | diane mott davidson,0.18379799174356082
e is for evidence: a kinsey millhone mystery (kinsey millhone mysteries (paperback)) | sue grafton,0.19947262993518122
east of eden (oprah's book club) | john steinbeck,-0.610436396864025
eat mangoes naked : finding pleasure everywhere (and dancing with the pits) | sark,-0.3598253067287052
"eats, shoots &amp; leaves: the zero tolerance approach to punctuation | lynne truss",0.07455324936359643
echoes | maeve binchy,0.0019489821501947205
eight weeks to optimum health: a proven program for taking full advantage of your body's natural healing power (proven program for taking full advantage of your body's natural healing power) | andrew weil,-0.06259525618185335
einstein's dreams | alan lightman,-0.3744368198278591
eleventh hour: an fbi thriller (fbi thriller (jove paperback)) | catherine coulter,-0.3124758607112781
elfstones of shannara | terry brooks,0.05482377183797431
ella minnow pea: a novel in letters | mark dunn,0.249632846221156
ellen foster | kaye gibbons,0.14429608335807584
emma (penguin popular classics) | jane austen,-0.1534514441334296
empire falls | richard russo,-0.3366721867459762
enchanted afternoon | susan wiggs,0.01187668865277193
enchantment | orson scott card,-0.41976440831639716
ender's game (ender wiggins saga (paperback)) | orson scott card,-0.481573983909824
ender's game | orson scott card,-0.04465906929264813
enduring love | ian mcewan,0.029816027427511705
english passengers | matthew kneale,-0.11420401746828039
eon : a novel (eon) | greg bear,-0.7299419469270473
eureka | william diehl,-0.459007231725757
eva luna | isabel allende,-0.11925900643629289
evening class | maeve binchy,-0.07633323990615799
every living thing | james herriot,-0.11694714277887837
everything is illuminated : a novel | jonathan safran foer,-0.1802550684813152
everything is illuminated: a novel | jonathan safran foer,-0.06688430209727414
everything she ever wanted | ann rule,-0.013890252515816869
everything's eventual : 14 dark tales | stephen king,-0.42762255028804497
ex libris : confessions of a common reader | anne fadiman,0.22764984645075198
executive orders | tom clancy,-0.06692024215680437
eyes of prey | john sandford,-0.036892206311329986
f is for fugitive (kinsey millhone mysteries (paperback)) | sue grafton,0.24244943756166673
face the fire (three sisters island trilogy) | nora roberts,-0.15879569124321485
fahrenheit 451 | ray bradbury,-0.11361757034416864
"faith of the fallen (sword of truth, book 6) | terry goodkind",-0.1001489222145462
fall on your knees (oprah #45) | ann-marie macdonald,-0.39772920088271635
fall on your knees (oprah's book club) | ann-marie macdonald,-0.5201246402648266
falling angels | tracy chevalier,-0.3088611248732272
falling bodies | andrew mark,0.03527794121996464
false memory | dean r. koontz,-0.19246369205726874
false prophet: a peter decker/rina lazarus mystery (peter decker &amp; rina lazarus novels (paperback)) | faye kellerman,0.277839205212809
farmer boy (little house) | laura ingalls wilder,-0.061565080618227075
fashionably late | olivia goldsmith,0.1718918173356242
fast food nation: the dark side of the all-american meal | eric schlosser,-0.1851099370613963
fast women | jennifer crusie,-0.1214641515287544
fatherhood | bill cosby,0.38478301877538057
fear nothing | dean koontz,-0.0997182857558364
fever pitch | nick hornby,0.008986405487771864
fierce invalids home from hot climates | tom robbins,-0.9762165377457924
fight club | chuck palahniuk,-0.4029138761211626
filthy rich | dorothy samuels,0.3147398771984468
final jeopardy (alexandra cooper mysteries (paperback)) | linda fairstein,-0.02262857326017902
fine things | danielle steel,0.23195455052208286
fingersmith | sarah waters,0.30643375457600697
firestarter (signet book) | stephen king,-0.30809598978910063
firestorm (anna pigeon mysteries (paperback)) | nevada barr,-0.12543016277799837
"firestorm (johansen, iris) | iris johansen",-0.2511717841230979
first wives club | olivia goldsmith,0.09130063186753434
five days in paris | danielle steel,-0.027320362705787898
five quarters of the orange | joanne harris,-0.24531118829220352
flatland: a romance of many dimensions (dover thrift editions) | edwin a. abbott,-0.4724259028162237
flesh and blood | jonathan kellerman,-0.28662179742126603
flight of the old dog | dale brown,0.2460906839171805
floaters | joseph wambaugh,0.3266282156964599
flowers for algernon (bantam classic) | daniel keyes,-0.08753511176481402
"fluke : or, i know why the winged whale sings | christopher moore",0.123361696114917
follow the river | james alexander thom,0.08278013516157229
for the sake of elena | elizabeth george,-0.006954647994225516
forrest gump (movie tie in) | winston groom,0.2028939748194652
fortune's hand | belva plain,0.11294505466703302
fortune's rocks : a novel | anita shreve,-0.08015922114863093
fortune's rocks: a novel | anita shreve,0.033184472983428664
foucault's pendulum | umberto eco,0.2514606986482242
four blind mice | james patterson,-0.42225907247751526
four blondes | candace bushnell,-0.32841692129696115
four to score (a stephanie plum novel) | janet evanovich,-0.29445989392600475
fourth procedure | stanley pottinger,0.07956516994829621
frankenstein (wordsworth classics) | mary wollstonecraft shelley,0.07267264001099161
"frankenstein or, the modern prometheus | mary wollstonecraft shelley",0.08731314243399127
"frankenstein: or, the modern prometheus (world's classics) | mary wollstonecraft shelley",0.3487875368613097
franny and zooey | j.d. salinger,-0.49591178161369154
friday | robert heinlein,-0.4314996883103817
fried green tomatoes at the whistle stop cafe | fannie flagg,-0.08077946924308443
from potter's field | patricia daniels cornwell,-0.15788865058651586
from the corner of his eye | dean koontz,-0.35691566266257346
from the mixed-up files of mrs. basil e. frankweiler | e.l. konigsburg,-0.5807409066353567
full house (janet evanovich's full series) | janet evanovich,-0.1888101691803688
full speed (janet evanovich's full series) | janet evanovich,-0.17261796384761394
full tilt (janet evanovich's full series) | janet evanovich,0.016690884744303212
g is for gumshoe (kinsey millhone mysteries (paperback)) | sue grafton,0.12755545877359006
"galapagos | kurt, jr. vonnegut",-0.15717594109204697
"galileo's daughter: a historical memoir of science, faith, and love | dava sobel",-0.5083274131569008
gap creek: a novel | robert morgan,0.024392149151587175
gap creek: the story of a marriage | robert morgan,-0.46145818581956344
garden of rama | arthur c. clarke,-0.5368196923282894
garden of shadows (dollanger saga (paperback)) | ariel jennifer jones,0.19034467238788252
gates of paradise | v.c. andrews,0.40122064828362486
geek love | katherine dunn,-0.4741035988126871
gerald's game | stephen king,-0.3312940292062089
get shorty | elmore leonard,0.17061087944854927
getting lucky (avon light contemporary romances) | susan andersen,-0.15811937978916546
getting over it | anna maxted,-0.030277095470594928
ghost soldiers: the forgotten epic story of world war ii's most dramatic mission | hampton sides,-0.11614907928660927
gibbon's decline and fall | sheri s. tepper,-0.38793260358794934
girl in hyacinth blue | susan vreeland,-0.06847247568029403
